0	0
1	0.00613346
2	0.0122669
3	0.0184004
4	0.0245338
5	0.0306673
6	0.0368008
7	0.0429342
8	0.0490677
9	0.0551864
10	0.061305
11	0.0674237
12	0.0735424
13	0.0796611
14	0.0857798
15	0.0918985
16	0.0980171
17	0.104106
18	0.110195
19	0.116285
20	0.122374
21	0.128463
22	0.134552
23	0.140641
24	0.14673
25	0.152775
26	0.15882
27	0.164865
28	0.17091
29	0.176955
30	0.183
31	0.189045
32	0.19509
33	0.201077
34	0.207063
35	0.213049
36	0.219035
37	0.225021
38	0.231008
39	0.236994
40	0.24298
41	0.248893
42	0.254806
43	0.260719
44	0.266632
45	0.272545
46	0.278459
47	0.284372
48	0.290285
49	0.29611
50	0.301936
51	0.307762
52	0.313587
53	0.319413
54	0.325239
55	0.331064
56	0.33689
57	0.342614
58	0.348338
59	0.354062
60	0.359787
61	0.365511
62	0.371235
63	0.376959
64	0.382683
65	0.388292
66	0.393901
67	0.39951
68	0.405119
69	0.410728
70	0.416337
71	0.421946
72	0.427555
73	0.433035
74	0.438516
75	0.443996
76	0.449476
77	0.454956
78	0.460436
79	0.465917
80	0.471397
81	0.476735
82	0.482073
83	0.487411
84	0.49275
85	0.498088
86	0.503426
87	0.508764
88	0.514103
89	0.519286
90	0.52447
91	0.529653
92	0.534836
93	0.54002
94	0.545203
95	0.550387
96	0.55557
97	0.560586
98	0.565603
99	0.570619
100	0.575635
101	0.580651
102	0.585667
103	0.590683
104	0.595699
105	0.600536
106	0.605373
107	0.61021
108	0.615046
109	0.619883
110	0.62472
111	0.629557
112	0.634393
113	0.639039
114	0.643685
115	0.64833
116	0.652976
117	0.657622
118	0.662268
119	0.666913
120	0.671559
121	0.676002
122	0.680446
123	0.684889
124	0.689333
125	0.693776
126	0.69822
127	0.702663
128	0.707107
129	0.711337
130	0.715568
131	0.719798
132	0.724029
133	0.728259
134	0.73249
135	0.736721
136	0.740951
137	0.744959
138	0.748966
139	0.752973
140	0.756981
141	0.760988
142	0.764996
143	0.769003
144	0.77301
145	0.776785
146	0.78056
147	0.784334
148	0.788109
149	0.791884
150	0.795658
151	0.799433
152	0.803208
153	0.80674
154	0.810273
155	0.813806
156	0.817339
157	0.820871
158	0.824404
159	0.827937
160	0.83147
161	0.834752
162	0.838034
163	0.841317
164	0.844599
165	0.847881
166	0.851164
167	0.854446
168	0.857729
169	0.860753
170	0.863777
171	0.866801
172	0.869825
173	0.872849
174	0.875873
175	0.878897
176	0.881921
177	0.88468
178	0.887438
179	0.890197
180	0.892955
181	0.895714
182	0.898472
183	0.901231
184	0.903989
185	0.906476
186	0.908962
187	0.911448
188	0.913934
189	0.916421
190	0.918907
191	0.921393
192	0.92388
193	0.926088
194	0.928296
195	0.930504
196	0.932712
197	0.93492
198	0.937128
199	0.939336
200	0.941544
201	0.943469
202	0.945393
203	0.947318
204	0.949242
205	0.951167
206	0.953091
