0	-0.000275
1	0.000763
2	0.000214
3	0.000793
4	0.00153
5	0.00214
6	0.00302
7	0.00369
8	0.00415
9	0.00446
10	0.00412
11	0.00433
12	0.00372
13	0.00305
14	0.00317
15	0.00256
16	0.00262
17	0.00302
18	0.0029
19	0.00372
20	0.00357
21	0.00385
22	0.00293
23	0.0033
24	0.00211
25	0.00198
26	0.000946
27	0.00122
28	0.000702
29	0.000763
30	9.16E-05
31	0.000153
32	0.00177
33	0.0025
34	0.00354
35	0.00391
36	0.0051
37	0.00519
38	0.00543
39	0.00522
40	0.00516
41	0.00482
42	0.00497
43	0.00485
44	0.0047
45	0.0047
46	0.00449
47	0.0047
48	0.00424
49	0.00504
50	0.00436
51	0.00479
52	0.00415
53	0.00391
54	0.00427
55	0.00467
56	0.00552
57	0.00598
58	0.00671
59	0.00674
60	0.00681
61	0.00735
62	0.0069
63	0.00693
64	0.0065
65	0.00641
66	0.00574
67	0.00537
68	0.00494
69	0.0047
70	0.00391
71	0.00302
72	0.00183
73	0.00146
74	0.000946
75	0.000854
76	0.00162
77	0.00131
78	0.000763
79	-6.10E-05
80	-0.00113
81	-0.000885
82	-0.00101
83	3.05E-05
84	0.00061
85	0.00156
86	0.00153
87	0.00189
88	0.0022
89	0.00247
90	0.00281
91	0.00305
92	0.00336
93	0.00354
94	0.00363
95	0.00333
96	0.00369
97	0.00436
98	0.00464
99	0.00537
100	0.00613
101	0.00763
102	0.00903
103	0.0106
104	0.012
105	0.0129
106	0.0141
107	0.0148
108	0.0151
109	0.0156
110	0.016
111	0.0161
112	0.0161
113	0.0162
114	0.0156
115	0.0153
116	0.0142
117	0.0136
118	0.0127
119	0.0114
120	0.00998
121	0.00809
122	0.0065
123	0.00436
124	0.00253
125	0.00104
126	0.00058
127	-0.000549
