0	0.00865173
1	0.0164566
2	0.0243607
3	0.0290375
4	0.0307923
5	0.0327606
6	0.0355606
7	0.0390625
8	0.0419388
9	0.0425186
10	0.0418167
11	0.0403138
12	0.0396195
13	0.0377121
14	0.0338974
15	0.0312882
16	0.0312424
17	0.0310288
18	0.0293884
19	0.0278244
20	0.0324936
21	0.0483476
22	0.0682068
23	0.0834426
24	0.098114
25	0.129906
26	0.179863
27	0.214317
28	0.216462
29	0.206489
30	0.202309
31	0.205742
32	0.210449
33	0.200554
34	0.168251
35	0.129997
36	0.102516
37	0.0802077
38	0.0574036
39	0.0422211
40	0.0302201
41	0.00219725
42	-0.0439911
43	-0.0889587
44	-0.111023
45	-0.119392
46	-0.128616
47	-0.142532
48	-0.158531
49	-0.17054
50	-0.176361
51	-0.186737
52	-0.204277
53	-0.213303
54	-0.2089
55	-0.193741
56	-0.172668
57	-0.145973
58	-0.126366
59	-0.123924
60	-0.115478
61	-0.0910492
62	-0.0666121
63	-0.0565491
64	-0.0534973
65	-0.0486908
66	-0.0422821
67	-0.0275345
68	-0.00772095
69	0.00667574
70	0.0140304
71	0.00381468
72	-0.0143204
73	-0.0141373
74	-0.0166168
75	-0.0312347
76	-0.048996
77	-0.0606232
78	-0.065445
79	-0.0700684
80	-0.0681
81	-0.0622024
82	-0.0640793
83	-0.073349
84	-0.0812989
85	-0.0847092
86	-0.0748215
87	-0.0536423
88	-0.0469284
89	-0.0647811
90	-0.0857848
91	-0.0949172
92	-0.0931777
93	-0.0926818
94	-0.0952912
95	-0.0945054
96	-0.0934449
97	-0.0942536
98	-0.0892868
99	-0.0780336
100	-0.0792771
101	-0.0893097
102	-0.0797424
103	-0.0587235
104	-0.0555572
105	-0.0611649
106	-0.0620804
107	-0.0516357
108	-0.0302734
109	-0.015152
110	-0.00886535
111	0.000854503
112	0.00143432
113	-0.0041733
114	0.00532532
115	0.0260239
116	0.0390549
117	0.0394135
118	0.0382538
119	0.0345001
120	0.0224991
121	0.0188217
122	0.0306549
123	0.0393295
124	0.0312424
125	0.0182114
126	0.0103378
127	0.00447083
